Price,Close,High,Low,Open,Volume,20_SMA,50_SMA
Ticker,BANKBARODA.NS,BANKBARODA.NS,BANKBARODA.NS,BANKBARODA.NS,BANKBARODA.NS,,
Date,,,,,,,
2018-11-21,99.4670639038086,100.57520858528409,97.95998984243327,98.49189793682584,21085996,,
2018-11-22,97.4280776977539,99.99897460461521,97.0291415708603,99.99897460461521,13647386,,
2018-11-26,96.54157257080078,98.53623313315792,94.94584141548354,98.04864673470574,15396197,,
2018-11-27,96.58589172363281,97.95999389088207,95.96533338179172,96.5415699926891,12495317,,
2018-11-28,92.8625259399414,97.7383626241388,91.84303146234807,96.63021792318484,18726621,,
2018-11-29,93.08415985107422,94.72421274335356,91.7100576430792,93.97067565917968,18139210,,
2018-11-30,93.12847900390625,94.54690280185754,91.9316773721685,93.52740837210006,14741115,,
2018-12-03,94.81285858154297,95.92100329036688,92.99550531721887,94.19230025003299,14092602,,
2018-12-04,95.6107177734375,97.11779853547365,94.2366224839206,94.94583099230988,21368296,,
2018-12-05,95.25611877441406,95.9210056158276,94.0150020813051,94.67988892271863,13516608,,
2018-12-06,93.3057861328125,94.85718875259798,92.77387801588749,94.54690958135662,10372612,,
2018-12-07,94.32527923583984,94.85718734487106,91.2667957726478,93.79337112680861,16565178,,
2018-12-10,93.92633819580078,94.7685321912405,90.77921143564309,90.77921143564309,11644907,,
2018-12-11,96.67454528808594,97.51673254554794,91.57707972320502,91.57707972320502,19637144,,
2018-12-12,100.5308837890625,101.63902843672946,96.98482091652822,97.51672899469273,21298584,,
2018-12-13,99.15678405761719,102.43689635016948,98.49189725334585,101.77200954589814,12736431,,
2018-12-14,98.75785827636719,100.26493238215845,98.22595016629842,98.40325061512848,9127017,,
2018-12-17,99.11246490478516,99.7330232328023,98.58055003668073,99.02380791771542,6157887,,
2018-12-18,99.68869018554688,100.97414203997586,97.51672937312225,98.49189531413784,10915321,,
2018-12-19,102.4812240600586,103.85532624118039,100.17628435677769,100.17628435677769,19219299,96.63686599731446,
2018-12-20,101.86065673828125,103.5893596725528,100.88549080706196,102.3039145946153,13443857,96.75654563903808,
2018-12-21,102.03795623779297,103.19042935910309,101.28441924166468,101.94930602005635,13316969,96.98703956604004,
2018-12-24,102.30392456054688,103.54504803190183,101.59470921589296,102.83583268724792,10567495,97.27515716552735,
2018-12-26,104.34290313720703,105.40672611643458,100.08763151103246,101.9493132702075,13805517,97.66300773620605,
2018-12-27,103.1904296875,105.84997680953053,102.65852161580952,105.67266960991498,14432390,98.17940292358398,
2018-12-28,104.91914367675781,105.53970879549345,103.81099892570718,103.94397764854902,8751088,98.77115211486816,
2018-12-31,105.31806945800781,106.33755711756166,104.78615461910199,105.71699882360905,10237262,99.38063163757325,
2019-01-01,109.3073959350586,109.92795426174997,104.78616014730125,105.89430484752049,23311973,100.10535850524903,
2019-01-02,105.80564880371094,110.32687757917107,104.78615438287726,109.48469035876566,25568039,100.6151050567627,
2019-01-03,105.76133728027344,109.39605069500824,104.69751426579919,107.62301910112991,40246215,101.14036598205567,
2019-01-04,107.88896179199219,108.50952686203888,105.05211415731047,106.73649539946824,22277306,101.86952476501465,
2019-01-07,108.77548217773438,109.7063264408457,107.80031618430924,108.59818172932201,14244449,102.59203491210937,
2019-01-08,109.79497528076172,110.06093271360565,107.88896504825615,108.9527880160534,11438177,103.38546676635742,
2019-01-09,108.99710845947266,110.45986079569458,107.62301310887142,110.0166029219048,12747179,104.00159492492676,
2019-01-10,109.44037628173828,110.06094141960233,108.02195230938749,108.59818895041158,8763655,104.44706954956055,
2019-01-11,107.4013900756836,109.83930851553635,106.07161638121845,109.7506582886211,13442566,104.85929985046387,
2019-01-14,107.22407531738281,109.13008549811873,106.47053829623,107.22407531738281,13655552,105.28261070251465,
2019-01-15,107.3570556640625,108.2878999043214,107.04677650516899,107.5343628717005,8076763,105.69484024047851,
2019-01-16,107.26840209960938,109.26306246923022,107.09110166107436,107.3570523188769,10282923,106.07382583618164,
2019-01-17,105.67267608642578,107.80031526716546,104.69751010129717,107.7116650437135,9553120,106.2333984375,
2019-01-18,104.60885620117188,106.29323744187249,104.2099268278699,105.67267237236265,6772442,106.37080841064453,
2019-01-21,103.23475646972656,105.58402456193704,102.65852664260001,104.8748160194819,8481086,106.4306484222412,
2019-01-22,100.885498046875,103.58936710640272,100.53089038364453,103.23475944317225,9138823,106.35972709655762,
2019-01-23,98.66920471191406,101.68335282146505,98.44757577658953,101.0627945079877,10399387,106.07604217529297,
2019-01-24,100.17627716064453,101.77200817482947,98.80217507823095,99.28976143355919,13283892,105.92533454895019,
2019-01-25,97.69403076171875,101.24009368248645,97.07347245601571,100.44223493617633,8760153,105.56407890319824,
2019-01-28,96.76319885253906,99.28976747576925,95.43342518098859,98.4032516947356,13633282,105.1363353729248,
