Price,Close,High,Low,Open,Volume,20_SMA,50_SMA
Ticker,CHOLAFIN.NS,CHOLAFIN.NS,CHOLAFIN.NS,CHOLAFIN.NS,CHOLAFIN.NS,,
Date,,,,,,,
2018-11-21,250.8643798828125,252.67208820791853,246.4574124278888,246.4574124278888,1064535,,
2018-11-22,255.8478240966797,257.59693540867346,250.17057049852102,251.5288267774178,1923025,,
2018-11-26,251.88058471679688,257.7728129943498,250.19988125382963,254.4798138990792,971420,,
2018-11-27,255.9748992919922,258.75000923356447,248.19677256446806,251.12823050814288,1123920,,
2018-11-28,252.9359588623047,259.85418621468153,251.72426934903888,257.5676526875316,1983010,,
2018-11-29,260.7433776855469,262.6585882958212,253.4733604722933,254.45051300288839,2551600,,
2018-11-30,256.7956848144531,262.3654664207919,255.11498119242665,262.3263719680945,933715,,
2018-12-03,256.8543395996094,259.4828826990265,254.64599481677934,258.5546055436053,1216215,,
2018-12-04,253.86419677734375,261.4566904645141,252.3203090139354,256.01394411406574,904320,,
2018-12-05,249.76995849609375,253.42451432165686,244.28813221283124,253.08250497249315,1609930,,
2018-12-06,239.99844360351562,250.43444081698595,236.30480807727474,249.56476071487887,1810375,,
2018-12-07,239.46099853515625,245.2652869954967,232.59161738701982,238.4447664562847,2099185,,
2018-12-10,234.047607421875,237.02792599301745,231.98581472939608,236.4709418244025,707905,,
2018-12-11,232.48411560058594,236.79336160374376,227.10001081853974,227.87195471510356,2181870,,
2018-12-12,242.25564575195312,243.19371871142297,232.6111553585098,232.6111553585098,2446815,,
2018-12-13,241.9625244140625,251.40182220108858,239.8127916550097,243.06671163414597,2526430,,
2018-12-14,240.28179931640625,243.90704173531913,238.62064301020484,240.37952053272102,1193420,,
2018-12-17,240.7996826171875,242.22633182291437,237.61417084544198,240.37951420046372,1263340,,
2018-12-18,238.39590454101562,240.09615531518327,236.36342548424554,239.20694293219051,1556655,,
2018-12-19,250.46377563476562,254.55804764399687,239.97891691346078,241.1612781862398,6157525,247.28408508300782,
2018-12-20,246.1251983642578,253.08252001186392,245.6366220707986,249.7211127272382,2627905,247.04712600708007,
2018-12-21,239.02130126953125,249.11528955134494,238.15163604034169,246.78966156108194,1395550,246.20579986572267,
2018-12-24,239.48056030273438,244.79627281694547,234.71205085730998,239.021297389253,1191130,245.58579864501954,
2018-12-26,238.9724578857422,240.19389874008962,226.48444778370722,238.4252547686212,3546410,244.73567657470704,
2018-12-27,240.13523864746094,246.98507264061024,237.37966130549205,243.11555690060172,2268935,244.09564056396485,
2018-12-28,243.6823272705078,245.00147437290457,240.96584415604732,241.1221772448838,820975,243.2425880432129,
2018-12-31,246.18380737304688,249.56474673017595,242.9689672443258,246.1251806076878,1220320,242.71199417114258,
2019-01-01,245.29458618164062,247.79609414807837,243.359828443562,246.63328030973497,486055,242.13400650024414,
2019-01-02,241.73776245117188,247.58113037311443,239.9984321502921,244.77670739891832,1422540,241.52768478393554,
2019-01-03,234.60455322265625,243.70184111908333,233.7348880455905,240.69222437228126,1129580,240.76941452026367,
2019-01-04,236.00189208984375,239.68574653107166,232.9531659427551,234.51661601357824,1286350,240.56958694458007,
2019-01-07,234.05735778808594,239.84209930937806,232.77729028574436,237.61419260557517,1202330,240.29940490722657,
2019-01-08,234.44821166992188,237.45784340948782,233.4612929304873,234.51661950749082,923845,240.3194351196289,
2019-01-09,234.31141662597656,238.60111596613322,231.5851674181096,237.25265550995297,2229410,240.41080017089843,
2019-01-10,233.42221069335938,236.47092194051322,231.93693461210998,235.4937693705111,1160885,239.96912841796876,
2019-01-11,231.02818298339844,234.17461556077242,229.63086191669964,232.96295587444126,825200,239.42241134643555,
2019-01-14,232.4352569580078,233.4905834315828,225.13592669840372,230.99884161148887,1294815,239.03008422851562,
2019-01-15,232.73817443847656,234.77065342023272,230.25621365806276,232.56229414600108,825110,238.62700881958008,
2019-01-16,232.9531707763672,236.64680636240817,231.3995017414793,233.3440407572657,808765,238.35487213134766,
2019-01-17,233.77401733398438,236.08009830257183,230.80346477605804,234.49710078953422,1034350,237.5203842163086,
2019-01-18,229.85560607910156,235.64034778647382,229.19114945596712,235.27880608918983,555390,236.70690460205077,
2019-01-21,228.75143432617188,231.44837018994926,227.87198802199515,230.7741324964635,725420,236.19341125488282,
2019-01-22,222.63442993164062,229.30838353298222,219.88863369471022,228.9468418663893,2249580,235.35110473632812,
2019-01-23,223.75816345214844,227.63746019321883,222.3803748049325,223.1816321271057,1426085,234.59039001464845,
2019-01-24,226.59190368652344,228.0673986658702,222.7712336466313,224.09039555007337,1264820,233.91322326660156,
2019-01-25,224.32489013671875,228.6439020808742,223.20115589800088,227.48108830549336,1012730,232.94535140991212,
2019-01-28,220.51400756835938,225.9372070405529,217.78775859594003,225.20434264999065,658120,231.66186141967773,
2019-01-29,216.75201416015625,221.73548387115082,213.87918290161628,220.44565008966006,1410605,230.2347328186035,
2019-01-30,221.10035705566406,223.65072633116623,213.21472720135043,219.66394131945205,1535120,229.20286254882814,
2019-01-31,229.10321044921875,230.83275985585573,220.82672654320206,225.68317627020906,3736130,228.92779541015625,238.7895080566406
