Price,Close,High,Low,Open,Volume,20_SMA,50_SMA
Ticker,UNITDSPR.NS,UNITDSPR.NS,UNITDSPR.NS,UNITDSPR.NS,UNITDSPR.NS,,
Date,,,,,,,
2024-05-30,1156.5914306640625,1165.9717344334908,1149.185927688198,1165.2806023686535,787238,,
2024-05-31,1144.7919921875,1165.0829971012463,1138.7688741468999,1158.2206128679204,2180048,,
2024-06-03,1166.218505859375,1170.563091418584,1151.7037692187573,1159.2079876216092,1322571,,
2024-06-04,1188.8299560546875,1219.3899469945172,1121.9830042469096,1164.1943668892168,2908958,,
2024-06-05,1282.1392822265625,1291.8158533241963,1197.0254250656287,1212.4781432465538,2680777,,
2024-06-06,1289.001708984375,1297.3453140689246,1252.5667333349807,1282.1393249229538,1533822,,
2024-06-07,1291.0753173828125,1303.368402970653,1278.3378293382375,1289.9890806211927,1151764,,
2024-06-10,1298.5301513671875,1310.2802394141293,1290.680366947583,1310.2802394141293,654963,,
2024-06-11,1301.0972900390625,1318.0312288082002,1295.469156702269,1299.5174737105117,625503,,
2024-06-12,1274.585693359375,1302.0847684754674,1268.1675912068956,1302.0847684754674,1374418,,
2024-06-13,1259.379638671875,1283.6203637541364,1256.3681401378083,1275.7211615156493,1049119,,
2024-06-14,1253.0108642578125,1266.3901852923786,1242.346893795909,1266.3901852923786,1574896,,
2024-06-18,1236.817626953125,1258.787284254798,1221.4142059402031,1249.0614151288253,3609667,,
2024-06-19,1256.8125,1265.10668697128,1230.0539748639783,1239.1874280186978,1292892,,
2024-06-20,1249.6044921875,1262.6381278752426,1243.1369720390464,1256.9111579484168,388681,,
2024-06-21,1244.7662353515625,1259.8733879019533,1239.187399446803,1258.9354058124893,580871,,
2024-06-24,1281.9912109375,1285.447112137218,1230.0539770139064,1239.1874301845896,1700427,,
2024-06-25,1265.7484130859375,1293.2474861267508,1259.4784455627614,1293.2474861267508,612621,,
2024-06-26,1260.7127685546875,1274.9312366440085,1253.9983982096355,1263.576133038173,370291,,
2024-06-27,1271.5740966796875,1278.5351961585086,1247.9257882516363,1249.1107408770633,619542,1248.6639587402344,
2024-06-28,1260.41650390625,1281.6456107092147,1256.7137527196865,1270.784207228628,632972,1253.8552124023438,
2024-07-01,1251.826171875,1260.564640586349,1239.4342496662275,1245.2105174223893,533705,1259.2069213867187,
2024-07-02,1258.8858642578125,1275.7210862482154,1248.0244618207146,1257.9478822602373,749206,1263.8402893066407,
2024-07-03,1255.4794921875,1269.9449308126684,1252.122307032335,1263.8723948092802,420654,1267.1727661132813,
2024-07-04,1243.531982421875,1265.7977872344936,1241.1621975563644,1249.3082501656247,375289,1265.2424011230469,
2024-07-05,1238.3482666015625,1251.7768882694827,1233.5593986487738,1243.5321188306414,779976,1262.7097290039062,
2024-07-08,1256.0718994140625,1262.8849856007696,1241.1621789680744,1241.1621789680744,2122654,1260.9595581054687,
2024-07-09,1272.0184326171875,1290.3840540350352,1260.0214949021195,1262.8849798698877,2432990,1259.6339721679688,
2024-07-10,1264.9091796875,1279.1276473249472,1251.0361575100992,1273.4995139294795,854243,1257.8245666503906,
2024-07-11,1268.3155517578125,1277.794569532931,1258.6389816241442,1263.8722508758271,682041,1257.5110595703125,
2024-07-12,1278.376953125,1281.4002199044335,1262.0706730397612,1273.2719460344447,703819,1258.4609252929688,
2024-07-15,1292.3040771484375,1296.5665384820659,1264.7966448526597,1278.3769633087559,551101,1260.4255859375,
2024-07-16,1287.2486572265625,1305.9338614603014,1281.0037993703465,1296.5665141743414,1048505,1262.9471374511718,
2024-07-18,1288.0911865234375,1290.6189448397545,1271.6363148067799,1286.6539096789563,558296,1264.5110717773437,
2024-07-19,1286.4061279296875,1303.1584261137841,1277.5839002702971,1294.5840131582909,1365917,1266.3511535644532,
2024-07-22,1296.66552734375,1303.5052368174372,1281.2019152749335,1283.729673451056,1066896,1268.9461181640625,
2024-07-23,1320.3568115234375,1323.9749305905052,1252.505190443684,1305.9835579445412,1093010,1270.8643981933594,
2024-07-24,1370.76220703125,1404.911145284541,1330.269309262187,1348.1119676576561,6354785,1276.115087890625,
2024-07-25,1431.1795654296875,1437.3253218528512,1326.1556184481976,1361.9896498109085,3367113,1284.638427734375,
2024-07-26,1403.0277099609375,1430.0890022178535,1398.4183324051999,1428.453522023504,892506,1291.2111083984375,
2024-07-29,1408.677978515625,1422.4068898843307,1394.0074196066512,1417.5002068005647,860229,1298.6241821289063,
2024-07-30,1396.9315185546875,1417.500139459431,1392.123937387246,1397.6749626837745,394332,1305.8794494628905,
2024-07-31,1400.9461669921875,1412.0482175990264,1393.9577437687828,1401.491286752229,940385,1312.9824645996093,
2024-08-01,1401.39208984375,1408.5787159455128,1393.7594456955987,1398.6661282189434,489925,1320.278094482422,
2024-08-02,1408.578857421875,1418.4914461440558,1381.913969558553,1387.7624211052955,1436552,1328.5304382324218,
2024-08-05,1388.0101318359375,1423.2989208424674,1370.5640011925907,1373.8846939650844,1199119,1336.0135314941406,
2024-08-06,1398.765380859375,1415.9636982204731,1378.841101579267,1388.0598575612316,396031,1343.1482055664062,
2024-08-07,1450.0135498046875,1453.1855298450555,1408.8266946059243,1412.6430171241652,1689987,1352.0479614257813,
2024-08-08,1447.0396728515625,1457.5469921357499,1442.5790081646012,1457.1504644073652,552871,1361.1544860839845,
2024-08-09,1442.23193359375,1467.4595424971483,1433.4593174695433,1447.1387372248719,528351,1369.8503051757812,1298.8017724609374
2024-08-12,1405.60498046875,1437.3252621154354,1401.6399452629144,1437.2756507740537,1029967,1376.2117065429688,1303.7820434570312
2024-08-13,1390.934326171875,1416.7566668035377,1387.7623463529492,1412.44471514231,778303,1381.1432189941406,1308.7048901367189
2024-08-14,1392.2725830078125,1395.642766093888,1379.0391813481267,1393.7098598531522,363536,1386.3944152832032,1313.2259716796875
2024-08-16,1394.00732421875,1405.0597632373388,1383.202578901399,1392.7186393539812,904222,1391.6902221679688,1317.3295190429687
2024-08-19,1390.6370849609375,1411.3048080814392,1386.6224381591132,1396.9811658932676,828423,1396.9017700195313,1319.4994750976562
2024-08-20,1394.948974609375,1399.1122132525559,1386.523274638382,1390.6370229425215,410409,1401.8159423828124,1321.6184204101562
2024-08-21,1419.1357421875,1424.488564123027,1389.7448933870403,1400.549638941418,614100,1406.7548889160157,1324.17962890625
