Price,Close,High,Low,Open,Volume,20_SMA,50_SMA
Ticker,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,,
Date,,,,,,,
2018-11-21,382.6069030761719,386.1368248265448,374.81159437603753,379.46916160504,1527245,,
2018-11-22,385.64654541015625,387.31347613770515,378.5866721537767,383.7345094948475,1025212,,
2018-11-26,388.44110107421875,389.2745664581806,381.1360925294247,388.2940259885126,1765005,,
2018-11-27,385.3033752441406,389.0784319734625,382.4107689963472,388.24499654411255,496422,,
2018-11-28,387.0683898925781,388.2940656047142,383.34234769717375,386.2839694063004,1584598,,
2018-11-29,385.0582275390625,388.93134416975596,384.3718372887025,387.4115185173109,566084,,
2018-11-30,388.98040771484375,392.2161792239535,384.91114091641947,385.64654625246436,606060,,
2018-12-03,390.8924255371094,392.3632361411048,385.1562581967835,389.2255248068122,828428,,
2018-12-04,390.94146728515625,392.216157828612,384.91111991956683,389.3725966690982,770066,,
2018-12-05,388.88232421875,390.89242004648855,384.862102639555,386.3329132228909,1331974,,
2018-12-06,388.73529052734375,392.65745250043346,383.48939290359203,386.9702996852207,697313,,
2018-12-07,384.9111633300781,391.23566155783243,383.3913375165726,388.29404004236,643910,,
2018-12-10,377.8022155761719,381.1850920279656,375.9882397202874,380.4496867057252,596400,,
2018-12-11,377.2629699707031,381.381252177689,372.5563873830527,372.60540244020063,429483,,
2018-12-12,385.64654541015625,388.9313618887263,377.31195161985124,377.31195161985124,667544,,
2018-12-13,379.6652526855469,388.98038643245434,378.48859224276606,387.31345579246783,654908,,
2018-12-14,386.4309997558594,387.31348018165585,378.78276624360984,381.4302374447193,564640,,
2018-12-17,385.54852294921875,388.8333095692001,382.95006677703736,388.8333095692001,288405,,
2018-12-18,384.8621826171875,386.7252037584876,382.9501164920201,384.42092738100297,726131,,
2018-12-19,380.0084228515625,386.72513062581515,379.46913759707473,386.72513062581515,641305,385.23473663330077,
2018-12-20,379.6652526855469,382.9500390678503,378.1944420939299,379.2730125888079,862497,385.08765411376953,
2018-12-21,377.70416259765625,380.4496636649265,373.7820011165745,380.4496636649265,1139523,384.6905349731445,
2018-12-24,377.6061706542969,380.15558206137547,375.792164657507,377.50811061484717,1142259,384.14878845214844,
2018-12-26,377.31195068359375,378.5376262379502,372.16411335529676,375.5469898548083,1277067,383.7492172241211,
