Company,Date,Close,High,Low,Open,Volume,20_SMA,50_SMA
TMPV,2025-10-15,390.8500061035156,403.0,388.0,403.0,26953550,,
TMPV,2025-10-16,396.7999877929688,400.4500122070313,389.5499877929688,395.4500122070313,21983750,,
TMPV,2025-10-17,396.6000061035156,402.5,392.25,396.7999877929688,16564540,,
TMPV,2025-10-20,399.75,403.3999938964844,396.6000061035156,400.0499877929688,10471670,,
TMPV,2025-10-21,401.8500061035156,403.3999938964844,400.0499877929688,402.7999877929688,3449156,,
TMPV,2025-10-23,405.8500061035156,408.8999938964844,403.6000061035156,407.5,14126000,,
TMPV,2025-10-24,403.2999877929688,408.5,401.0,406.9500122070313,6311744,,
TMPV,2025-10-27,410.0499877929688,411.3999938964844,403.6499938964844,404.0,10699370,,
TMPV,2025-10-28,411.5,414.1499938964844,408.5499877929688,411.2999877929688,10332270,,
TMPV,2025-10-29,411.3500061035156,415.0,407.0499877929688,412.5,8485023,,
TMPV,2025-10-30,412.4500122070313,419.0,408.1000061035156,412.7000122070313,8783965,,
TMPV,2025-10-31,410.0,417.5,409.0499877929688,414.0499877929688,8012169,,
TMPV,2025-11-03,417.0,417.8500061035156,410.1000061035156,414.0,8952229,,
TMPV,2025-11-04,406.5,417.5,405.1000061035156,417.3999938964844,8889004,,
TMPV,2025-11-06,407.8500061035156,409.7000122070313,405.3999938964844,407.1499938964844,6862359,,
TMPV,2025-11-07,405.7000122070313,407.2000122070313,401.4500122070313,406.7000122070313,6930046,,
TMPV,2025-11-10,410.4500122070313,412.9500122070313,406.0,406.0,7913640,,
TMPV,2025-11-11,407.6000061035156,413.7000122070313,402.6499938964844,412.5499877929688,8120946,,
TMPV,2025-11-12,402.1499938964844,411.3999938964844,401.8999938964844,407.6000061035156,12940220,,
TMPV,2025-11-13,397.9500122070313,404.0,397.3999938964844,404.0,13165720,405.2775024414062,
TMPV,2025-11-14,391.2000122070313,399.6000061035156,387.2999877929688,397.9500122070313,21834850,405.2950027465821,
TMPV,2025-11-17,372.7000122070313,380.0,363.0,380.0,32393340,404.0900039672852,
TMPV,2025-11-18,371.2999877929688,374.0,369.1499938964844,373.1000061035156,17484750,402.8250030517578,
TMPV,2025-11-19,360.8500061035156,371.25,360.3500061035156,371.2000122070313,17854510,400.8800033569336,
TMPV,2025-11-20,359.79998779296875,364.3999938964844,359.25,362.0,15999030,398.7775024414062,
TMPV,2025-11-21,362.25,364.25,358.0,359.0,10829320,396.5975021362305,
