Company,Date,Close,High,Low,Open,Volume,20_SMA,50_SMA
ASIANPAINT,2018-11-21,1250.3031005859375,1267.5819169538358,1240.436307931547,1254.8352831520654,1374789,,
ASIANPAINT,2018-11-22,1241.0501708984375,1256.44048321788,1235.7154450658063,1255.779592693427,691593,,
ASIANPAINT,2018-11-26,1274.19140625,1281.7922236169431,1249.7367278283152,1255.732344220682,2149117,,
ASIANPAINT,2018-11-27,1264.843994140625,1271.642269419609,1252.0502170482,1271.642269419609,1130756,,
ASIANPAINT,2018-11-28,1250.3504638671875,1278.959623850155,1245.5350915133356,1277.4016787555615,1205630,,
ASIANPAINT,2018-11-29,1274.947021484375,1279.384693506163,1256.4407005008825,1261.4449819367042,3556169,,
ASIANPAINT,2018-11-30,1270.8392333984375,1285.757560727704,1267.2513614989928,1277.3070614529604,1030541,,
ASIANPAINT,2018-12-03,1263.9937744140625,1283.1609786233328,1260.547554941446,1269.942248895057,710748,,
ASIANPAINT,2018-12-04,1255.2601318359375,1279.101058153561,1252.427546530873,1261.9640092644756,830261,,
ASIANPAINT,2018-12-05,1255.3074951171875,1268.0541300807693,1249.7367204888708,1254.3632999347,864628,,
ASIANPAINT,2018-12-06,1222.8271484375,1251.0113513675994,1214.801489447725,1250.1144120543754,896350,,
ASIANPAINT,2018-12-07,1245.0628662109375,1250.114286841021,1225.9429158268508,1233.5908729288478,1037026,,
ASIANPAINT,2018-12-10,1203.0936279296875,1233.355133970784,1191.8577958535805,1208.5700068766344,1074399,,
ASIANPAINT,2018-12-11,1249.73681640625,1261.8697023807745,1182.2741115430283,1197.2395832824168,1746513,,
ASIANPAINT,2018-12-12,1256.6292724609375,1262.5776323925654,1238.6423098340706,1249.1701081737945,986580,,
ASIANPAINT,2018-12-13,1246.526123046875,1268.2426068299785,1242.5605503723598,1263.757680831294,1175211,,
ASIANPAINT,2018-12-14,1266.11865234375,1275.6078612938188,1246.3378067415551,1258.423552789002,1869410,,
ASIANPAINT,2018-12-17,1261.3031005859375,1269.8952536207607,1255.7795818677082,1265.2215336110744,665295,,
ASIANPAINT,2018-12-18,1280.045166015625,1285.0494458167889,1253.4661679211115,1263.7578016215475,1581385,,
ASIANPAINT,2018-12-19,1322.1092529296875,1328.2937772380649,1293.5473497687356,1293.5473497687356,3334213,1257.7269409179687,
ASIANPAINT,2018-12-20,1346.233642578125,1351.6627653020207,1311.5344669080098,1312.3370098242478,2578234,1262.523468017578,
