Company,Date,Close,High,Low,Open,Volume,20_SMA,50_SMA
ULTRACEMCO,2018-11-21,3912.1767578125,3922.04470662886,3808.901406941106,3851.130530876028,310675,,
ULTRACEMCO,2018-11-22,3821.81640625,3918.17457167546,3810.7875648962063,3918.17457167546,235065,,
ULTRACEMCO,2018-11-26,3830.959228515625,3869.802274366989,3813.545118280973,3863.997570955439,274495,,
ULTRACEMCO,2018-11-27,3874.6396484375,3897.858462810159,3821.6717281498713,3852.3882846637016,290501,,
ULTRACEMCO,2018-11-28,3873.5751953125,3908.500254939429,3852.5815654393696,3874.832928276896,293918,,
ULTRACEMCO,2018-11-29,3899.212890625,3926.011461797186,3881.4118936660457,3908.4036715297434,495678,,
ULTRACEMCO,2018-11-30,3869.463623046875,3948.165822313794,3856.161177553904,3898.8258426671377,637323,,
ULTRACEMCO,2018-12-03,3915.2724609375,3966.547341201816,3884.217203130008,3908.500306940326,356511,,
ULTRACEMCO,2018-12-04,3899.454833984375,3971.626746323429,3890.409312202056,3934.621759283207,228182,,
ULTRACEMCO,2018-12-05,3839.85986328125,3898.245365459025,3825.4447075793823,3889.441706687651,175670,,
ULTRACEMCO,2018-12-06,3738.712646484375,3827.089348610136,3699.482479484952,3816.640835442493,271400,,
ULTRACEMCO,2018-12-07,3804.49951171875,3829.169502195248,3753.756774624517,3777.8946200284095,188598,,
ULTRACEMCO,2018-12-10,3653.625732421875,3753.805292629048,3639.3558355963455,3753.805292629048,291666,,
ULTRACEMCO,2018-12-11,3748.00048828125,3769.187562081265,3603.8019281758666,3626.972322957562,324889,,
ULTRACEMCO,2018-12-12,3804.402587890625,3821.429812672789,3747.758545065567,3760.383586250977,183942,,
ULTRACEMCO,2018-12-13,3820.559326171875,3866.900116249784,3797.243671823968,3866.900116249784,213593,,
ULTRACEMCO,2018-12-14,3874.68798828125,3912.176698213809,3845.616051146365,3907.532888196268,312029,,
ULTRACEMCO,2018-12-17,3878.799560546875,3890.650829855239,3835.9414536868103,3885.1845924986646,130496,,
ULTRACEMCO,2018-12-18,3877.686767578125,3886.345638821994,3848.518228423996,3868.83468966002,196490,,
